"businessentityid","personname","emailaddress","phonenumber","totalpurchaseytd"
7548,"Carla Rana","carla13@adventure-works.com","1 (11) 500 555-0169","1723.69000"
5258,"Adam Zhang","adam20@adventure-works.com","988-555-0176","1723.69000"
11180,"Morgan Taylor","morgan31@adventure-works.com","636-555-0114","1723.69000"
9270,"Morgan Evans","morgan0@adventure-works.com","1 (11) 500 555-0119","1723.69000"
11057,"Julia Martin","julia36@adventure-works.com","302-555-0133","1723.69000"
10646,"Courtney Lopez","courtney17@adventure-works.com","1 (11) 500 555-0150","1723.69000"
13971,"Seth Flores","seth60@adventure-works.com","426-555-0128","1723.69000"
17568,"Brittney Guo","brittney16@adventure-works.com","1 (11) 500 555-0174","1723.69000"
5724,"Thomas Wang","thomas27@adventure-works.com","696-555-0143","1723.69000"
2842,"Sydney Bell","sydney7@adventure-works.com","180-555-0186","1723.69000"
7938,"Jade Brooks","jade0@adventure-works.com","214-555-0119","1723.69000"
5816,"Kevin Russell","kevin22@adventure-works.com","131-555-0124","1723.69000"
8486,"Paige Richardson","paige33@adventure-works.com","676-555-0146","1722.02000"
15602,"Samuel Evans","samuel31@adventure-works.com","120-555-0194","1721.99000"
11787,"Olivia Lee","olivia21@adventure-works.com","725-555-0167","1721.99000"
12627,"Sarah Long","sarah34@adventure-works.com","318-555-0180","1721.99000"
12916,"Aidan Flores","aidan13@adventure-works.com","417-555-0130","1721.99000"
5582,"Caleb Sharma","caleb26@adventure-works.com","507-555-0125","1721.99000"
19668,"Patricia Saunders","patricia14@adventure-works.com","1 (11) 500 555-0186","1721.99000"
18660,"Daniel Rodriguez","daniel21@adventure-works.com","458-555-0140","1721.99000"
13158,"Spencer Butler","spencer16@adventure-works.com","139-555-0113","1721.99000"
10443,"Tabitha Torres","tabitha32@adventure-works.com","1 (11) 500 555-0118","1721.99000"
4757,"Trisha Zheng","trisha14@adventure-works.com","1 (11) 500 555-0176","1721.48000"
7590,"Melanie Bryant","melanie5@adventure-works.com","431-555-0174","1713.98000"
10931,"Arthur Rodriguez","arthur20@adventure-works.com","1 (11) 500 555-0151","1712.68040"
9401,"Maria Collins","maria46@adventure-works.com","795-555-0151","1712.68000"
18313,"Jorge Sun","jorge15@adventure-works.com","1 (11) 500 555-0132","1711.49040"
3994,"Jeremiah Thomas","jeremiah3@adventure-works.com","403-555-0173","1711.49000"
5234,"Adam Henderson","adam3@adventure-works.com","200-555-0144","1711.49000"
6711,"Benjamin Hughes","benjamin12@adventure-works.com","121-555-0173","1711.49000"
15977,"Henry Mehta","henry15@adventure-works.com","588-555-0112","1711.49000"
3157,"Hailey Murphy","hailey6@adventure-works.com","610-555-0178","1711.49000"
15016,"Nathaniel Bradley","nathaniel15@adventure-works.com","145-555-0167","1711.49000"
7477,"Isabel Perry","isabel8@adventure-works.com","874-555-0125","1711.49000"
2502,"Isabella Bennett","isabella12@adventure-works.com","952-555-0130","1711.49000"
15541,"Pamela Madan","pamela10@adventure-works.com","481-555-0164","1711.49000"
20319,"Chloe Gonzales","chloe82@adventure-works.com","853-555-0130","1711.49000"
3364,"Gabrielle Griffin","gabrielle43@adventure-works.com","292-555-0186","1711.49000"
11545,"Alyssa Thompson","alyssa15@adventure-works.com","844-555-0186","1711.49000"
9472,"Jaime Rai","jaime40@adventure-works.com","363-555-0193","1711.49000"
19464,"Raymond Prasad","raymond11@adventure-works.com","282-555-0121","1711.49000"
7708,"Jerome Dominguez","jerome11@adventure-works.com","1 (11) 500 555-0121","1711.48750"
5503,"Aaron Gonzales","aaron16@adventure-works.com","647-555-0136","1710.48000"
8589,"Erin Howard","erin16@adventure-works.com","394-555-0111","1709.31000"
12956,"Jaclyn Zeng","jaclyn23@adventure-works.com","979-555-0180","1705.98000"
12650,"Sarah Diaz","sarah46@adventure-works.com","573-555-0135","1705.98000"
2655,"Tiffany Chen","tiffany2@adventure-works.com","1 (11) 500 555-0115","1705.98000"
17524,"Valerie Hu","valerie22@adventure-works.com","1 (11) 500 555-0112","1705.48180"
12192,"Dawn He","dawn20@adventure-works.com","1 (11) 500 555-0125","1704.99180"
6426,"Jonathan Hayes","jonathan22@adventure-works.com","1 (11) 500 555-0194","1704.99000"
3295,"Ruth Lopez","ruth21@adventure-works.com","1 (11) 500 555-0118","1704.99000"
11314,"Lacey Rai","lacey7@adventure-works.com","172-555-0161","1704.99000"
6955,"Dylan Perry","dylan6@adventure-works.com","835-555-0112","1704.99000"
4338,"Seth Young","seth25@adventure-works.com","702-555-0199","1704.99000"
18327,"John Moore","john45@adventure-works.com","171-555-0191","1704.99000"
12596,"Ashley Bryant","ashley45@adventure-works.com","640-555-0110","1704.99000"
14451,"Lawrence Gutierrez","lawrence9@adventure-works.com","1 (11) 500 555-0125","1704.99000"
8085,"Terrance Garcia","terrance12@adventure-works.com","1 (11) 500 555-0160","1704.98750"
8396,"Michele Kumar","michele8@adventure-works.com","1 (11) 500 555-0116","1704.98750"
18525,"Leslie Navarro","leslie11@adventure-works.com","1 (11) 500 555-0117","1701.49000"
4688,"Ian Williams","ian3@adventure-works.com","354-555-0176","1701.49000"
16033,"Bobby Sanchez","bobby12@adventure-works.com","1 (11) 500 555-0157","1699.97000"
15085,"Jill Ashe","jill12@adventure-works.com","1 (11) 500 555-0127","1696.99250"
4761,"Ian Phillips","ian36@adventure-works.com","115-555-0117","1696.99000"
7458,"Ana Alexander","ana17@adventure-works.com","1 (11) 500 555-0181","1696.99000"
17245,"Terry Nara","terry19@adventure-works.com","1 (11) 500 555-0110","1696.99000"
10045,"Natalie Perez","natalie55@adventure-works.com","186-555-0118","1696.99000"
9849,"Bailey Gonzalez","bailey29@adventure-works.com","934-555-0118","1696.99000"
14844,"Lance Diaz","lance3@adventure-works.com","1 (11) 500 555-0111","1696.99000"
10454,"Mary Hernandez","mary31@adventure-works.com","989-555-0120","1696.99000"
10291,"Jay Martinez","jay24@adventure-works.com","1 (11) 500 555-0118","1696.98750"
18578,"Kathleen Gill","kathleen15@adventure-works.com","1 (11) 500 555-0180","1696.95000"
3758,"Barry Srini","barry9@adventure-works.com","1 (11) 500 555-0129","1694.98250"
2853,"Sydney Ward","sydney13@adventure-works.com","618-555-0128","1694.98250"
15886,"Johnathan Patel","johnathan4@adventure-works.com","1 (11) 500 555-0197","1694.98250"
3279,"Ruth Rana","ruth15@adventure-works.com","1 (11) 500 555-0118","1694.98180"
9916,"Rebekah Serrano","rebekah36@adventure-works.com","1 (11) 500 555-0118","1694.98180"
4712,"Ian Harris","ian13@adventure-works.com","1 (11) 500 555-0194","1694.98040"
11251,"Ruben Hernandez","ruben27@adventure-works.com","1 (11) 500 555-0177","1694.98000"
10825,"Marshall Liu","marshall3@adventure-works.com","1 (11) 500 555-0110","1694.98000"
13883,"Desiree Rubio","desiree17@adventure-works.com","1 (11) 500 555-0113","1694.98000"
15404,"Ian Rogers","ian86@adventure-works.com","104-555-0193","1694.98000"
8698,"Mariah Morgan","mariah38@adventure-works.com","533-555-0186","1694.98000"
14465,"Angel Gray","angel5@adventure-works.com","1 (11) 500 555-0164","1694.98000"
15836,"Jared Stewart","jared24@adventure-works.com","905-555-0188","1694.98000"
13386,"Willie Yuan","willie26@adventure-works.com","1 (11) 500 555-0134","1694.98000"
9078,"Maurice Nara","maurice17@adventure-works.com","1 (11) 500 555-0122","1694.98000"
4114,"Miguel Hill","miguel29@adventure-works.com","1 (11) 500 555-0118","1694.98000"
14050,"Isaiah Watson","isaiah0@adventure-works.com","385-555-0110","1694.98000"
6121,"Latasha Martin","latasha0@adventure-works.com","126-555-0160","1694.98000"
6699,"Benjamin Coleman","benjamin7@adventure-works.com","524-555-0163","1694.98000"
10438,"Tabitha Romero","tabitha29@adventure-works.com","1 (11) 500 555-0119","1694.98000"
19454,"Victoria Hughes","victoria59@adventure-works.com","584-555-0135","1694.98000"
8305,"Geoffrey Martinez","geoffrey15@adventure-works.com","368-555-0168","1694.98000"
14694,"Walter Munoz","walter20@adventure-works.com","1 (11) 500 555-0114","1694.98000"
9482,"Arianna Stewart","arianna44@adventure-works.com","197-555-0116","1694.98000"
15930,"Manuel Prasad","manuel8@adventure-works.com","1 (11) 500 555-0197","1694.98000"
13153,"Spencer Patterson","spencer12@adventure-works.com","394-555-0170","1694.98000"
9496,"Gabriella Sanchez","gabriella25@adventure-works.com","1 (11) 500 555-0116","1694.98000"
4000,"Jeremiah Martin","jeremiah6@adventure-works.com","929-555-0133","1694.98000"
3796,"Wyatt Wright","wyatt30@adventure-works.com","142-555-0117","1694.98000"
6273,"Janet Sanz","janet26@adventure-works.com","1 (11) 500 555-0165","1694.98000"
12043,"Arthur Wilson","arthur44@adventure-works.com","175-555-0196","1694.98000"
5784,"Kyle Shan","kyle27@adventure-works.com","344-555-0150","1694.98000"
9639,"Ebony Prasad","ebony9@adventure-works.com","1 (11) 500 555-0157","1694.97750"
6104,"Beth Serrano","beth19@adventure-works.com","1 (11) 500 555-0148","1694.97750"
5832,"Aimee Zheng","aimee14@adventure-works.com","1 (11) 500 555-0116","1694.97750"
20720,"Amy Gao","amy21@adventure-works.com","1 (11) 500 555-0186","1694.97750"
15575,"Ricky Ruiz","ricky2@adventure-works.com","1 (11) 500 555-0158","1692.96000"
8347,"Gabriella James","gabriella5@adventure-works.com","1 (11) 500 555-0137","1692.00000"
11058,"Joe Gutierrez","joe34@adventure-works.com","1 (11) 500 555-0197","1692.00000"
14784,"Sheila Sanz","sheila18@adventure-works.com","538-555-0119","1692.00000"
10850,"Chloe Hall","chloe21@adventure-works.com","710-555-0180","1692.00000"
11250,"Natalie Smith","natalie68@adventure-works.com","411-555-0167","1692.00000"
15559,"Punya Palit","punya0@adventure-works.com","164-555-0118","1692.00000"
16662,"Noah Adams","noah41@adventure-works.com","780-555-0167","1692.00000"
10363,"Gabriella Baker","gabriella40@adventure-works.com","183-555-0114","1692.00000"
4690,"Jodi Tang","jodi4@adventure-works.com","181-555-0185","1692.00000"
14159,"Sabrina Diaz","sabrina0@adventure-works.com","1 (11) 500 555-0190","1692.00000"
11622,"Barbara Rai","barbara46@adventure-works.com","1 (11) 500 555-0113","1692.00000"
4716,"Jodi Nara","jodi17@adventure-works.com","1 (11) 500 555-0134","1692.00000"
11164,"Morgan Smith","morgan23@adventure-works.com","1 (11) 500 555-0129","1691.99750"
12686,"Omar Lin","omar7@adventure-works.com","1 (11) 500 555-0164","1690.88360"
17380,"Thomas Davis","thomas65@adventure-works.com","321-555-0139","1690.49000"
5397,"Jake Wu","jake7@adventure-works.com","1 (11) 500 555-0122","1690.48000"
11477,"Destiny Smith","destiny0@adventure-works.com","1 (11) 500 555-0114","1690.48000"
10474,"Savannah Hernandez","savannah41@adventure-works.com","939-555-0179","1688.97000"
19637,"Cassandra Fernandez","cassandra17@adventure-works.com","1 (11) 500 555-0138","1685.99180"
20584,"Kaitlyn Torres","kaitlyn60@adventure-works.com","635-555-0110","1685.99000"
20120,"Alyssa Cook","alyssa29@adventure-works.com","931-555-0112","1685.99000"
14066,"Patrick Watson","patrick6@adventure-works.com","188-555-0114","1685.99000"
17665,"Sandra Xu","sandra19@adventure-works.com","851-555-0174","1685.99000"
17454,"Leah Zhou","leah6@adventure-works.com","1 (11) 500 555-0172","1685.99000"
4965,"Alvin Yuan","alvin29@adventure-works.com","1 (11) 500 555-0170","1685.99000"
3545,"Taylor Cook","taylor5@adventure-works.com","862-555-0136","1685.99000"
19361,"Shane Kapoor","shane5@adventure-works.com","1 (11) 500 555-0137","1685.99000"
18193,"Benjamin Garcia","benjamin53@adventure-works.com","830-555-0119","1685.99000"
5444,"Luis Flores","luis11@adventure-works.com","821-555-0180","1681.99000"
13586,"Blake Barnes","blake50@adventure-works.com","988-555-0199","1681.99000"
8937,"Paige Rivera","paige41@adventure-works.com","411-555-0124","1679.99000"
18475,"Brandi Jim̩nez","brandi6@adventure-works.com","1 (11) 500 555-0172","1679.99000"
14727,"Hector Blanco","hector13@adventure-works.com","1 (11) 500 555-0184","1679.99000"
15850,"Richard Stone","richard102@adventure-works.com","102-555-0145","1679.99000"
5199,"Leonard Yuan","leonard8@adventure-works.com","140-555-0185","1679.99000"
17007,"Ricardo Shan","ricardo10@adventure-works.com","1 (11) 500 555-0196","1679.99000"
2886,"Sydney Patterson","sydney33@adventure-works.com","121-555-0110","1679.99000"
7297,"Miranda Diaz","miranda22@adventure-works.com","128-555-0117","1679.99000"
18741,"Natasha Hernandez","natasha4@adventure-works.com","807-555-0167","1679.99000"
12015,"Alexis Thompson","alexis13@adventure-works.com","194-555-0153","1679.99000"
20012,"Tara Nara","tara17@adventure-works.com","1 (11) 500 555-0153","1679.98750"
10572,"Kari Suarez","kari40@adventure-works.com","188-555-0123","1679.98000"
8763,"Melanie Blue","melanie40@adventure-works.com","221-555-0110","1679.98000"
9742,"Deanna Ashe","deanna10@adventure-works.com","1 (11) 500 555-0116","1679.98000"
17165,"Noah Taylor","noah49@adventure-works.com","122-555-0116","1679.98000"
10888,"Bruce Sanz","bruce41@adventure-works.com","1 (11) 500 555-0131","1679.97750"
6655,"David Jenkins","david39@adventure-works.com","1 (11) 500 555-0162","1679.97750"
15002,"Mason Blue","mason13@adventure-works.com","282-555-0154","1676.50000"
19327,"Nelson Gill","nelson12@adventure-works.com","1 (11) 500 555-0114","1676.49750"
12488,"Alejandro Zhao","alejandro13@adventure-works.com","1 (11) 500 555-0115","1676.00250"
18833,"Dana Moreno","dana22@adventure-works.com","1 (11) 500 555-0143","1676.00040"
14261,"Felicia Ruiz","felicia2@adventure-works.com","536-555-0198","1676.00000"
9068,"Maurice Jai","maurice12@adventure-works.com","1 (11) 500 555-0147","1676.00000"
4723,"Ian Clark","ian17@adventure-works.com","185-555-0165","1676.00000"
8191,"Ivan Mehta","ivan10@adventure-works.com","1 (11) 500 555-0162","1676.00000"
18969,"Joseph Walker","joseph30@adventure-works.com","217-555-0162","1676.00000"
8207,"Ivan Rodriguez","ivan16@adventure-works.com","1 (11) 500 555-0110","1676.00000"
3407,"Haley Price","haley20@adventure-works.com","572-555-0195","1676.00000"
11159,"Roy Romero","roy29@adventure-works.com","1 (11) 500 555-0175","1676.00000"
19362,"Shane Chandra","shane6@adventure-works.com","1 (11) 500 555-0172","1676.00000"
9834,"Rebekah Patel","rebekah3@adventure-works.com","1 (11) 500 555-0118","1676.00000"
11933,"Elizabeth Lewis","elizabeth25@adventure-works.com","561-555-0163","1676.00000"
4845,"Charles Davis","charles8@adventure-works.com","952-555-0176","1676.00000"
5776,"Mandy He","mandy20@adventure-works.com","535-555-0196","1676.00000"
4269,"Lucas Gonzalez","lucas0@adventure-works.com","213-555-0171","1676.00000"
11235,"Isabella Martin","isabella70@adventure-works.com","145-555-0136","1676.00000"
3745,"Barry Sai","barry6@adventure-works.com","1 (11) 500 555-0114","1676.00000"
12649,"Sarah Griffin","sarah45@adventure-works.com","307-555-0166","1676.00000"
18274,"Curtis Cai","curtis18@adventure-works.com","1 (11) 500 555-0182","1675.99750"
9781,"Deanna Hernandez","deanna29@adventure-works.com","1 (11) 500 555-0146","1675.99250"
17239,"Thomas Lopez","thomas57@adventure-works.com","429-555-0115","1675.99000"
19937,"Julie She","julie4@adventure-works.com","1 (11) 500 555-0163","1675.99000"
7765,"Jacqueline Diaz","jacqueline22@adventure-works.com","185-555-0142","1675.99000"
3909,"Fernando Collins","fernando43@adventure-works.com","1 (11) 500 555-0169","1675.99000"
4708,"Jodi Pal","jodi12@adventure-works.com","901-555-0178","1675.99000"
15347,"Brenda Kapoor","brenda5@adventure-works.com","1 (11) 500 555-0193","1675.98000"
16889,"Kyle Baker","kyle46@adventure-works.com","685-555-0144","1675.98000"
7339,"Cindy Rodriguez","cindy18@adventure-works.com","1 (11) 500 555-0165","1675.98000"
20098,"Joel Gonzalez","joel17@adventure-works.com","1 (11) 500 555-0116","1675.49040"
3534,"Jessica Diaz","jessica46@adventure-works.com","607-555-0192","1675.49000"
12672,"Clayton Anand","clayton40@adventure-works.com","1 (11) 500 555-0144","1674.99000"
13713,"Devin Butler","devin52@adventure-works.com","536-555-0145","1674.99000"
19089,"Craig Rubio","craig20@adventure-works.com","1 (11) 500 555-0137","1674.98750"
12894,"Aidan Bennett","aidan1@adventure-works.com","493-555-0174","1674.98000"
1750,"Irma Sherwood","irma0@adventure-works.com","760-555-0100","1674.98000"
5157,"Jordan Foster","jordan13@adventure-works.com","1 (11) 500 555-0167","1674.34000"
18992,"Nicholas Moore","nicholas9@adventure-works.com","102-555-0173","1673.97000"
7865,"Ariana Watson","ariana0@adventure-works.com","582-555-0147","1672.48000"
12211,"Dawn Yuan","dawn30@adventure-works.com","976-555-0113","1672.48000"
9563,"Darrell Kumar","darrell16@adventure-works.com","1 (11) 500 555-0191","1671.49250"
12606,"Ashley Hayes","ashley50@adventure-works.com","117-555-0125","1671.49000"
7601,"Alexandria Bradley","alexandria1@adventure-works.com","595-555-0125","1671.49000"
11353,"Marshall Sutton","marshall25@adventure-works.com","1 (11) 500 555-0182","1669.35000"
5085,"Andres Raje","andres11@adventure-works.com","1 (11) 500 555-0183","1669.35000"
15586,"Ricky Moreno","ricky6@adventure-works.com","1 (11) 500 555-0129","1666.47250"
